iter	Logloss
364	0.1919174957
365	0.1917755763
366	0.191632309
367	0.1913896688
368	0.1910371145
369	0.1906659444
370	0.1904209773
371	0.190309995
372	0.1901478831
373	0.1899421946
374	0.1898299281
375	0.1898098501
376	0.1895817947
377	0.1894382731
378	0.1892948151
379	0.1890828578
380	0.1887333298
381	0.1886819967
382	0.1884727097
383	0.1879624939
384	0.1878170776
385	0.1876928711
386	0.1874574916
387	0.1872363281
388	0.1870718129
389	0.1869190979
390	0.186681366
391	0.1864951452
392	0.1860226695
393	0.1858805593
394	0.1856323369
395	0.18543794
396	0.1852047729
397	0.1850685628
398	0.1848457336
399	0.1846066793
400	0.1842926025
401	0.1841673152
402	0.1840245565
403	0.1837682088
404	0.1835948817
405	0.1833906555
406	0.1831588745
407	0.1829563395
408	0.1828210958
409	0.1827128855
410	0.1825311534
411	0.1823259481
412	0.1821647644
413	0.1816807048
414	0.1815221151
415	0.181389974
416	0.1812883759
417	0.1810985184
418	0.1809268188
419	0.1807119751
420	0.1803922653
421	0.1802803294
422	0.1799887848
423	0.1798612722
424	0.1798456192
425	0.1796061961
426	0.179298261
427	0.1791528066
428	0.1789010366
429	0.1787582906
430	0.1786152522
431	0.1784832382
432	0.1781366475
433	0.177724762
434	0.1775344086
435	0.1774260457
436	0.1773194122
437	0.1770660782
438	0.1769598643
439	0.1767414347
440	0.1765110779
441	0.1762215805
442	0.175936025
443	0.175815328
444	0.1756616211
445	0.1754526265
446	0.1753247197
447	0.1751594798
448	0.175082016
449	0.1749196625
450	0.1747926839
451	0.174722875
452	0.1745848338
453	0.174400177
454	0.1742494965
455	0.1740458425
456	0.1738820267
457	0.1737387721
458	0.1735605113
459	0.1734514618
460	0.1733246613
461	0.1731340917
462	0.1729659907
463	0.1728030014
464	0.1726889928
465	0.1725653712
466	0.1724665578
467	0.1723438263
468	0.1721164576
469	0.1718724442
470	0.1716319275
471	0.1714788055
472	0.171322937
473	0.1711691538
474	0.1710244878
475	0.1708239492
476	0.1706931814
477	0.1705939992
478	0.170425415
479	0.1702863948
480	0.1702000173
481	0.1700703557
482	0.169905599
483	0.1697176361
484	0.1695562998
485	0.169397761
486	0.1692418925
487	0.1690731812
488	0.1688312531
489	0.1686440913
490	0.168526179
491	0.1683137639
492	0.1681735865
493	0.1680897649
494	0.1679396566
495	0.1678160731
496	0.1676725769
497	0.1675350952
498	0.1673222097
499	0.1671405284
500	0.1669566091
501	0.1667700831
502	0.1666630809
503	0.1665378825
504	0.1663576253
505	0.1662027613
506	0.1660285187
507	0.1658898671
508	0.1657512029
509	0.1655241648
510	0.1654444122
511	0.1653329722
512	0.1652220917
513	0.1651102956
514	0.1649490484
515	0.1648797099
516	0.164742775
517	0.1646533966
518	0.1644366455
519	0.1643097305
520	0.1642194112
521	0.1639779409
522	0.1638530095
523	0.1636333593
524	0.1634470113
525	0.1633664703
526	0.1631741587
527	0.1630159505
528	0.1629288991
529	0.1628204346
530	0.162671903
531	0.1621776581
532	0.162037913
533	0.1618331146
534	0.1617041779
535	0.1615308634
536	0.1614207967
537	0.1612425868
538	0.1611119334
539	0.1610033925
540	0.1609050496
541	0.1607993698
542	0.1605059306
543	0.1603338623
544	0.1601904043
545	0.1600659688
546	0.1599710592
547	0.1598978297
548	0.1597055944
549	0.1596192932
550	0.1594723256
551	0.1593527476
552	0.1592572657
553	0.1590783691
554	0.1589271164
555	0.1587861888
556	0.1587002818
557	0.158543396
558	0.1583865102
559	0.1582277679
560	0.1580920664
561	0.1579525757
562	0.1578080241
563	0.1577260971
564	0.157592481
565	0.1574970373
566	0.1574009069
567	0.1573118083
568	0.1572772217
569	0.1571430715
570	0.1570100657
571	0.1568781535
572	0.156779302
573	0.1566768392
574	0.1565259425
575	0.1564241664
576	0.1563203812
577	0.1560581462
578	0.155897433
579	0.1558161163
580	0.1556880442
581	0.1555152893
582	0.1553862254
583	0.1552798716
584	0.1552616374
585	0.1551531982
586	0.155021375
587	0.154935557
588	0.1547995122
589	0.1546778742
590	0.1545599238
591	0.1544060008
592	0.154295845
593	0.1540614065
594	0.1539648946
595	0.1538902537
596	0.153743159
597	0.1536665344
598	0.1535311635
599	0.1534236654
600	0.1532783508
601	0.1531328328
602	0.1530475616
603	0.1529852295
604	0.1528311412
605	0.152702268
606	0.1525588099
607	0.1524343999
608	0.1522305298
609	0.1520908483
610	0.1520021311
611	0.1518365733
612	0.151733729
613	0.1516282399
614	0.1514639282
615	0.1513276418
616	0.1510962168
617	0.1510068766
618	0.1508899053
619	0.1508413061
620	0.1506958898
621	0.1506221898
622	0.1505127716
623	0.1503484726
624	0.1502282715
625	0.1501166407
626	0.1499876149
627	0.1499035645
628	0.1498007202
629	0.1497130585
630	0.1495705414
631	0.1494395192
632	0.1493694941
633	0.1493200938
634	0.1492394002
635	0.1490822601
636	0.1489141846
637	0.1487298584
638	0.1486190287
639	0.1484991455
640	0.1483528264
641	0.1481351217
642	0.1480491765
643	0.1479543177
644	0.1478157806
645	0.1476274872
646	0.1474755351
647	0.1473666255
648	0.1472159576
649	0.1468103663
650	0.1466915003
651	0.1466025798
652	0.1464388784
653	0.146309611
654	0.1462477875
655	0.1461915843
656	0.1460779317
657	0.1459505717
658	0.1458523941
659	0.1457672882
660	0.1456884003
661	0.1455999502
662	0.1455123901
663	0.1453782908
664	0.145232048
665	0.1450919596
666	0.1449912262
667	0.1448807144
668	0.1448108673
669	0.1446508916
670	0.1445446777
671	0.1443828074
672	0.1442392349
673	0.1441582235
674	0.1440400314
675	0.1439185333
676	0.1438054403
677	0.1436807505
678	0.1435315069
679	0.1434041341
680	0.1433108139
681	0.1432072067
682	0.1430893326
683	0.142955424
684	0.1428196971
685	0.1426999156
686	0.1425705465
687	0.1424363708
688	0.1423260371
689	0.1421616745
690	0.1421064377
691	0.1419431814
692	0.1418501027
693	0.1417431386
694	0.1415253957
695	0.1413779449
696	0.1412455495
697	0.1411615372
698	0.1410011673
699	0.1408676275
700	0.1407846832
701	0.1406306712
702	0.1405541738
703	0.1404563649
704	0.1402426402
705	0.1401772181
706	0.1400332387
707	0.1398683675
708	0.1396758525
709	0.1395700328
710	0.1395170593
711	0.1394818497
712	0.1394157155
713	0.1393008041
714	0.1392304103
715	0.1391592916
716	0.1390451304
717	0.1389333089
718	0.1387872442
719	0.1386867015
720	0.1384996796
721	0.138419253
722	0.1382627487
723	0.1381887309
724	0.1380177816
725	0.137907486
726	0.1377709834
727	0.1376979065
728	0.1376170349
729	0.1375252533
730	0.137376887
731	0.1371332804
732	0.1369655609
733	0.1368804804
734	0.136794281
735	0.1366692861
736	0.1366038259
737	0.1364965057
738	0.1363769531
739	0.1362613678
740	0.1361355972
741	0.1360181681
742	0.1358594259
743	0.1357157008
744	0.135628713
745	0.1355307643
746	0.1354055405
747	0.1353079732
748	0.135116094
749	0.135000089
750	0.1349333572
751	0.1348334885
752	0.1347353236
753	0.1346867371
754	0.1345875168
755	0.1345259476
756	0.1344179281
757	0.1342712784
758	0.13409036
759	0.1339621989
760	0.1338918686
761	0.1337993495
762	0.1336200968
763	0.1335484568
764	0.1334389623
765	0.1333199565
766	0.1331474559
767	0.1330609639
768	0.1329432678
769	0.1328150177
770	0.1326785787
771	0.1325201162
772	0.1323615011
773	0.1323074214
774	0.1322305934
775	0.1321430206
776	0.1320802561
777	0.1320420583
778	0.1319419352
779	0.1318389765
780	0.1318136342
781	0.1316885122
782	0.1316444397
783	0.1315391922
784	0.1314838282
785	0.1313956579
786	0.1312735367
787	0.1311267726
788	0.1309979757
789	0.1308916346
790	0.1308289337
791	0.1307497915
792	0.1306516902
793	0.1305648295
794	0.130476532
795	0.1303666687
796	0.1302583567
797	0.1301513036
798	0.1300724665
799	0.1299550883
800	0.1299274317
801	0.1298941803
802	0.1298085022
803	0.129717687
804	0.1295702235
805	0.1294564311
806	0.1293336487
807	0.1292434565
808	0.1291559855
809	0.1290989304
810	0.1290006383
811	0.1289001973
812	0.1288419342
813	0.1287797674
814	0.1287549082
815	0.12866436
816	0.1284873962
817	0.1283820343
818	0.1283024724
819	0.1282875951
820	0.1281995392
821	0.1281599426
822	0.1280564372
823	0.1279539617
824	0.1279077021
825	0.1277702204
826	0.1277327601
827	0.1276200612
828	0.1275699107
829	0.1274172974
830	0.127322286
831	0.1271637217
832	0.1270425415
833	0.1269311523
834	0.1268494924
835	0.1267871857
836	0.1266730499
837	0.1265894445
838	0.1265594991
839	0.1264918009
840	0.1263888295
841	0.1263507334
842	0.1263088481
843	0.126254158
844	0.1261457316
845	0.1259861883
846	0.1258748754
847	0.1257751592
848	0.1256434504
849	0.1255365626
850	0.1255056254
851	0.1254759725
852	0.1254307048
853	0.1253602219
854	0.1252394867
855	0.125131251
856	0.1250352478
857	0.1250043996
858	0.1249452464
859	0.1248429998
860	0.124748853
861	0.1247167333
862	0.1246093623
863	0.1244968923
864	0.1243985748
865	0.1243150075
866	0.1242132187
867	0.1242001088
868	0.1240799967
869	0.1240037409
870	0.1238972219
871	0.1238068899
872	0.1237428792
873	0.1236618042
874	0.1235805257
875	0.1235359446
876	0.1234804535
877	0.1233814748
878	0.123298467
879	0.1231814321
880	0.1230771383
881	0.1229566956
882	0.1228731537
883	0.1228414408
884	0.1227499262
885	0.1226144028
886	0.1225960668
887	0.1224542363
888	0.1223666255
889	0.1222644424
890	0.1221656036
891	0.122130661
892	0.1220304616
893	0.1219066111
894	0.121855367
895	0.1217841848
896	0.1216954295
897	0.1216128413
898	0.1215199661
899	0.1214413198
900	0.1213589478
901	0.1212395604
902	0.1211760457
903	0.1210717646
904	0.1210001882
905	0.1209830729
906	0.1209488678
907	0.120820516
908	0.1207240041
909	0.1206914902
910	0.1206123098
911	0.1205175781
912	0.1204682795
913	0.1203660075
914	0.1202951558
915	0.1201926041
916	0.1200519053
917	0.1199740855
918	0.1198331197
919	0.1197867584
920	0.1196705755
921	0.1196009954
922	0.1194999949
923	0.1194095103
924	0.1193197378
925	0.1192247772
926	0.1191268794
927	0.1189271545
928	0.1188472366
929	0.1187358856
930	0.1187004598
931	0.118612531
932	0.1185222626
933	0.1184117762
934	0.1183220927
935	0.1182105891
936	0.1181591797
937	0.1180800502
938	0.1179501343
939	0.1178363037
940	0.1177766418
941	0.1176851273
942	0.1175712458
943	0.117476476
944	0.1174064891
945	0.1173203659
946	0.1172517395
947	0.1171989568
948	0.1171266937
949	0.1171154531
950	0.1170587413
951	0.1169674683
952	0.116881663
953	0.1167389425
954	0.1166626867
955	0.1166250102
956	0.116489741
957	0.1164737066
958	0.116399943
959	0.1163181814
960	0.1162599436
961	0.116250178
962	0.1161200841
963	0.1160346985
964	0.115917511
965	0.1158523814
966	0.1158320109
967	0.115750707
968	0.1156316376
969	0.1156024424
970	0.1155040995
971	0.1154804866
972	0.1153994497
973	0.115326945
974	0.1152811559
975	0.1152123133
976	0.1150202942
977	0.1149904124
978	0.1149079895
979	0.1148617299
980	0.1148197683
981	0.1147538757
982	0.1147199376
983	0.1146815618
984	0.1145884959
985	0.1144842529
986	0.1144304657
987	0.1143197632
988	0.1142647552
989	0.1141854858
990	0.1140979385
991	0.1140870412
992	0.1140073395
993	0.1138228099
994	0.1137126923
995	0.1136240514
996	0.1135727819
997	0.1135040792
998	0.1133184814
999	0.1132035573
